start,end,loc,site,prec,I30,sm,rc
4/11/2008 20:55,4/12/2008 3:41,pagel,df1,0.11,0.39,44.17,0
4/11/2008 5:49,4/11/2008 7:59,pagel,df1,0.11,0.18,41.8,0
4/11/2008 10:34,4/11/2008 15:26,pagel,df1,0.31,0.32,41.8,0.022983282
4/11/2008 20:54,4/12/2008 3:41,pagel,df1,0.12,0.06,41.8,0
4/12/2008 9:42,4/12/2008 15:16,pagel,df1,0.16,0.08,41.3,0
3/31/2007 19:24,4/1/2007 1:23,pagel,df1,0.607,0.314,40.6,0.001471285
6/12/2008 17:18,6/13/2008 3:25,pagel,df1,2.18,1.94,39.6,0.310682272
6/12/2008 12:14,6/12/2008 13:53,pagel,df1,0.12,0.2,39.2,0
3/30/2007 21:15,3/31/2007 4:27,pagel,df1,0.117,0.072,38.7,0.003543574
6/20/2008 15:46,6/20/2008 16:54,pagel,df1,0.13,0.14,38.5,0
6/8/2009 13:25,6/8/2009 15:56,pagel,df1,0.355,0.458,38.5,0.025352113
5/1/2007 17:52,5/1/2007 19:09,pagel,df1,0.265,0.422,38.4,0
4/10/2008 15:27,4/11/2008 3:38,pagel,df1,1.13,0.28,38.4,0.103728166
4/26/2009 2:20,4/26/2009 12:00,pagel,df1,0.297,0.09,38.2,0
4/18/2007 6:25,4/18/2007 13:12,pagel,df1,0.117,0.054,37.8,0
4/25/2008 18:02,4/25/2008 21:47,pagel,df1,0.49,0.54,37.5,0
4/25/2009 17:57,4/25/2009 21:50,pagel,df1,0.261,0.162,37.3,0
4/18/2008 4:48,4/18/2008 5:50,pagel,df1,0.13,0.2,37.1,0
3/25/2007 3:33,3/25/2007 6:37,pagel,df1,0.135,0.126,36.6,0
4/25/2008 10:58,4/25/2008 12:36,pagel,df1,0.17,0.26,36.6,0
5/2/2008 13:36,5/2/2008 18:12,pagel,df1,0.2,0.18,36.5,0
4/26/2007 11:25,4/26/2007 18:04,pagel,df1,0.288,0.126,36.2,0
4/8/2008 16:29,4/9/2008 6:22,pagel,df1,1.13,0.26,36.2,0.002119188
4/22/2008 12:13,4/22/2008 14:59,pagel,df1,0.16,0.16,36.2,0
4/21/2009 4:22,4/21/2009 16:09,pagel,df1,0.432,0.072,36,0
6/18/2006 9:21,6/18/2006 10:51,pagel,df1,0.108,0.108,35.8,0
6/8/2008 18:19,6/9/2008 3:26,pagel,df1,1.1,0.94,35.7,0.393120789
4/25/2008 4:16,4/25/2008 5:32,pagel,df1,0.16,0.18,35.6,0
4/20/2009 13:33,4/20/2009 20:32,pagel,df1,0.126,0.054,35.6,0
5/1/2007 0:17,5/1/2007 5:32,pagel,df1,0.558,0.27,35.5,0
6/8/2009 2:00,6/8/2009 7:17,pagel,df1,0.675,0.378,35.5,0.005925926
4/24/2008 20:03,4/25/2008 0:02,pagel,df1,0.11,0.08,35.4,0
4/25/2009 5:31,4/25/2009 10:56,pagel,df1,0.405,0.378,35.3,0
6/25/2006 3:29,6/25/2006 7:20,pagel,df1,0.117,0.108,35.2,0
6/28/2008 1:23,6/28/2008 3:37,pagel,df1,0.17,0.26,35.2,0
10/18/2006 16:10,10/18/2006 18:35,pagel,df1,0.108,0.09,35.1,0
5/1/2008 21:08,5/2/2008 3:10,pagel,df1,0.38,0.22,35,0
10/21/2006 19:19,10/22/2006 5:55,pagel,df1,0.324,0.072,34.8,0
3/24/2009 8:25,3/24/2009 9:29,pagel,df1,0.099,0.126,34.3,0
5/9/2009 2:24,5/9/2009 8:14,pagel,df1,0.18,0.108,33.3,0
7/2/2008 7:52,7/2/2008 11:07,pagel,df1,0.79,0.56,33.2,0
6/7/2009 13:14,6/7/2009 15:08,pagel,df1,0.297,0.378,33.2,0
3/31/2009 14:27,3/31/2009 21:37,pagel,df1,0.315,0.126,33.1,0
7/6/2008 22:41,7/7/2008 0:29,pagel,df1,0.18,0.2,32.9,0
7/7/2008 20:05,7/7/2008 22:06,pagel,df1,0.14,0.24,32.6,0
5/14/2008 2:37,5/14/2008 7:58,pagel,df1,0.21,0.2,32.5,0
11/27/2006 22:33,11/28/2006 9:47,pagel,df1,0.558,0.144,32.1,0
5/13/2009 19:44,5/14/2009 1:34,pagel,df1,0.459,0.306,32.1,0
4/19/2009 17:45,4/20/2009 9:15,pagel,df1,0.639,0.144,31.1,0
4/19/2009 7:49,4/19/2009 14:52,pagel,df1,0.234,0.162,30.6,0
5/21/2007 3:15,5/21/2007 4:58,pagel,df1,0.198,0.342,29.8,0
10/12/2009 14:23,10/12/2009 21:18,pagel,df1,0.18,0.072,29.6,0
10/18/2007 16:13,10/18/2007 17:50,pagel,df1,0.29,0.43,29.33,0
6/6/2009 15:38,6/7/2009 3:18,pagel,df1,0.684,0.162,29.3,0
5/24/2007 18:55,5/24/2007 19:55,pagel,df1,0.117,0.216,29.2,0
5/27/2009 4:35,5/28/2009 9:10,pagel,df1,1.083,0.456,29,0
10/16/2006 21:26,10/17/2006 11:01,pagel,df1,0.396,0.09,28.8,0
5/26/2007 15:45,5/26/2007 18:59,pagel,df1,0.424,0.378,28.4,0
7/12/2008 2:37,7/12/2008 4:13,pagel,df1,0.43,0.72,28.1,0
5/26/2009 2:50,5/26/2009 8:30,pagel,df1,0.261,0.144,28.1,0
10/18/2007 0:09,10/18/2007 9:16,pagel,df1,0.914,0.64,27.1,0
10/11/2006 7:15,10/11/2006 15:21,pagel,df1,0.225,0.09,27,0
10/10/2006 21:39,10/11/2006 3:20,pagel,df1,0.288,0.108,26.67,0
6/2/2007 13:49,6/2/2007 14:19,pagel,df1,0.192,0.384,26.2,0
7/16/2008 14:37,7/16/2008 17:07,pagel,df1,0.27,0.18,25,0
6/29/2009 14:42,6/29/2009 16:18,pagel,df1,0.265,0.458,24.2,0
8/2/2006 3:23,8/2/2006 6:15,pagel,df1,1.019,2.002,23.8,0
8/24/2007 13:42,8/24/2007 15:25,pagel,df1,0.144,0.144,23.7,0
10/5/2009 23:47,10/6/2009 15:46,pagel,df1,1.08,0.342,23.7,0.005555556
7/30/2006 7:36,7/30/2006 10:45,pagel,df1,0.794,1.318,23.3,0
7/26/2006 1:00,7/26/2006 4:06,pagel,df1,0.423,0.216,23.2,0
6/8/2008 7:57,6/8/2008 12:59,pagel,df1,1.04,0.54,22.8,0.023023554
7/24/2006 17:00,7/24/2006 22:01,pagel,df1,0.496,0.524,22.7,0
10/4/2006 3:22,10/4/2006 4:58,pagel,df1,0.53,0.82,22.7,0
7/10/2009 23:09,7/10/2009 23:28,pagel,df1,0.447,0.9,22.7,0
7/20/2006 3:17,7/20/2006 5:04,pagel,df1,0.83,1.244,22.2,0
8/22/2007 2:13,8/22/2007 5:17,pagel,df1,0.171,0.126,22.1,0
6/7/2008 20:05,6/8/2008 0:22,pagel,df1,0.24,0.16,21.8,0
8/29/2007 5:30,8/29/2007 6:31,pagel,df1,0.108,0.144,21.79,0
8/28/2007 19:34,8/29/2007 0:00,pagel,df1,0.299,0.346,21.3,0
8/14/2006 1:21,8/14/2006 4:51,pagel,df1,0.135,0.126,21.2,0
8/20/2007 14:24,8/20/2007 14:31,pagel,df1,0.407,0.82,21.2,0
8/19/2006 9:23,8/19/2006 9:53,pagel,df1,0.108,0.216,20.2,0
10/3/2006 21:04,10/4/2006 0:12,pagel,df1,1.28,1.4,19.9,0
7/9/2007 3:35,7/9/2007 6:10,pagel,df1,0.802,0.846,19.9,0
8/9/2009 1:32,8/9/2009 3:01,pagel,df1,0.231,0.372,19.8,0
7/12/2007 16:02,7/12/2007 17:23,pagel,df1,0.22,0.404,19.7,0
8/24/2006 19:42,8/25/2006 1:56,pagel,df1,0.189,0.072,19.5,0
9/17/2006 18:24,9/17/2006 22:02,pagel,df1,0.66,0.56,19.4,0
11/13/2008 14:52,11/14/2008 0:02,pagel,df1,0.324,0.126,19.3,0
9/23/2006 13:59,9/23/2006 19:13,pagel,df1,0.252,0.162,19.2,0
7/18/2009 21:09,7/18/2009 21:42,pagel,df1,0.108,0.198,18.9,0
9/28/2009 11:19,9/28/2009 15:17,pagel,df1,0.424,0.488,18.9,0
8/21/2009 5:48,8/21/2009 7:26,pagel,df1,0.117,0.198,18.6,0
9/27/2006 2:41,9/27/2006 4:02,pagel,df1,0.153,0.198,18.5,0
9/27/2006 7:18,9/27/2006 8:18,pagel,df1,0.189,0.216,18.5,0
10/2/2009 5:16,10/2/2009 10:07,pagel,df1,0.684,0.288,18.4,0
9/8/2006 17:01,9/8/2006 19:05,pagel,df1,0.251,0.466,18.3,0
9/8/2006 22:12,9/9/2006 1:02,pagel,df1,0.162,0.162,18.2,0
7/5/2007 15:25,7/5/2007 16:17,pagel,df1,0.839,1.206,18.1,0
5/30/2008 3:12,5/30/2008 3:29,pagel,df1,0.1,0.2,18.1,0
7/22/2009 1:43,7/22/2009 4:26,pagel,df1,0.135,0.144,18.1,0
9/12/2006 10:00,9/12/2006 14:57,pagel,df1,0.252,0.162,18,0
6/5/2008 6:08,6/5/2008 8:25,pagel,df1,0.68,0.66,17.9,0
8/1/2008 16:17,8/1/2008 16:38,pagel,df1,0.22,0.44,17.9,0
8/4/2008 4:36,8/4/2008 5:34,pagel,df1,0.12,0.14,17.9,0
9/28/2009 3:35,9/28/2009 5:34,pagel,df1,0.27,0.324,17.9,0
9/11/2006 14:42,9/12/2006 7:46,pagel,df1,0.522,0.162,17.8,0
8/6/2008 14:21,8/6/2008 15:48,pagel,df1,0.69,1.18,17.8,0
8/25/2009 13:20,8/25/2009 19:11,pagel,df1,0.099,0.072,17.6,0
7/4/2007 17:43,7/4/2007 18:33,pagel,df1,0.175,0.332,17.5,0
7/18/2007 15:50,7/18/2007 16:26,pagel,df1,0.201,0.384,17.3,0
8/19/2009 22:27,8/20/2009 0:43,pagel,df1,0.108,0.144,17.3,0
8/20/2009 8:15,8/20/2009 11:46,pagel,df1,0.288,0.198,17.3,0
8/29/2009 1:55,8/29/2009 3:00,pagel,df1,0.126,0.234,17.3,0
8/29/2009 13:33,8/29/2009 21:16,pagel,df1,0.396,0.36,17.3,0
8/28/2009 21:24,8/28/2009 23:53,pagel,df1,0.099,0.072,17.2,0
10/16/2007 1:20,10/16/2007 10:51,pagel,df1,1.278,0.432,16.9,0
10/15/2008 5:38,10/15/2008 11:38,pagel,df1,0.108,0.036,16.9,0
8/3/2009 3:18,8/3/2009 6:24,pagel,df1,0.258,0.264,16.9,0
8/8/2009 2:25,8/8/2009 8:59,pagel,df1,0.899,0.79,16.9,0
10/2/2007 21:05,10/2/2007 23:40,pagel,df1,0.207,0.18,16.8,0
7/30/2009 14:07,7/30/2009 15:35,pagel,df1,0.162,0.198,16.6,0
9/26/2009 4:58,9/26/2009 13:22,pagel,df1,0.486,0.306,16.5,0
9/13/2008 8:27,9/13/2008 16:35,pagel,df1,0.261,0.18,16.4,0
9/7/2007 5:00,9/7/2007 11:00,pagel,df1,0.71,0.468,16.3,0
9/6/2007 17:22,9/6/2007 18:08,pagel,df1,0.154,0.254,16.2,0
10/1/2007 8:31,10/1/2007 11:59,pagel,df1,0.108,0.072,16.1,0
10/14/2007 21:17,10/15/2007 3:30,pagel,df1,0.153,0.072,16.1,0
9/25/2009 21:27,9/25/2009 22:27,pagel,df1,0.198,0.288,16,0
11/6/2008 13:06,11/6/2008 20:24,pagel,df1,0.641,0.454,15.9,0
10/10/2007 20:52,10/11/2007 7:39,pagel,df1,0.189,0.036,15.8,0
6/20/2007 21:58,6/20/2007 23:17,pagel,df1,0.099,0.18,15.78,0
9/4/2008 14:20,9/4/2008 22:08,pagel,df1,0.459,0.126,15.7,0
9/11/2008 17:07,9/11/2008 18:40,pagel,df1,0.234,0.27,15.7,0
10/24/2008 9:24,10/24/2008 14:33,pagel,df1,0.234,0.18,15.7,0
7/3/2007 17:27,7/3/2007 22:20,pagel,df1,0.572,0.352,15.5,0
10/10/2007 6:39,10/10/2007 16:55,pagel,df1,0.252,0.072,15.4,0
9/21/2007 19:36,9/21/2007 22:44,pagel,df1,0.234,0.234,15.3,0
9/25/2007 1:42,9/25/2007 5:54,pagel,df1,0.463,0.582,15.2,0
7/3/2007 6:54,7/3/2007 9:57,pagel,df1,0.306,0.234,15.1,0
10/1/2007 1:10,10/1/2007 5:39,pagel,df1,0.459,0.18,15.1,0
10/7/2008 14:47,10/8/2008 3:31,pagel,df1,0.756,0.234,15.1,0
10/5/2008 20:58,10/6/2008 1:55,pagel,df1,0.117,0.054,14.8,0
9/22/2009 13:42,9/23/2009 1:03,pagel,df1,0.441,0.126,14.8,0
9/21/2009 3:17,9/21/2009 7:10,pagel,df1,0.198,0.234,14.5,0
8/12/2007 2:01,8/12/2007 2:59,pagel,df1,0.319,0.584,14.1,0
6/18/2007 18:08,6/19/2007 0:34,pagel,df1,0.985,0.81,13.44,0
4/11/2008 20:55,4/12/2008 3:41,pagel,df3,0.11,0.39,44.17,0.65077522
4/11/2008 5:49,4/11/2008 7:59,pagel,df3,0.11,0.18,41.8,0
4/11/2008 10:34,4/11/2008 15:26,pagel,df3,0.31,0.32,41.8,0.587096774
4/11/2008 20:54,4/12/2008 3:41,pagel,df3,0.12,0.06,41.8,0
4/12/2008 9:42,4/12/2008 15:16,pagel,df3,0.16,0.08,41.3,0
3/31/2007 19:24,4/1/2007 1:23,pagel,df3,0.607,0.314,40.6,0.018462293
6/12/2008 17:18,6/13/2008 3:25,pagel,df3,2.18,1.94,39.6,0.297603375
6/12/2008 12:14,6/12/2008 13:53,pagel,df3,0.12,0.2,39.2,0
3/30/2007 21:15,3/31/2007 4:27,pagel,df3,0.117,0.072,38.7,0.023733842
6/20/2008 15:46,6/20/2008 16:54,pagel,df3,0.13,0.14,38.5,0
6/8/2009 13:25,6/8/2009 15:56,pagel,df3,0.355,0.458,38.5,0.050704225
5/1/2007 17:52,5/1/2007 19:09,pagel,df3,0.265,0.422,38.4,0
4/10/2008 15:27,4/11/2008 3:38,pagel,df3,1.13,0.28,38.4,0.323929709
4/26/2009 2:20,4/26/2009 12:00,pagel,df3,0.297,0.09,38.2,0
4/18/2007 6:25,4/18/2007 13:12,pagel,df3,0.117,0.054,37.8,0
4/25/2008 18:02,4/25/2008 21:47,pagel,df3,0.49,0.54,37.5,0
4/25/2009 17:57,4/25/2009 21:50,pagel,df3,0.261,0.162,37.3,0
4/18/2008 4:48,4/18/2008 5:50,pagel,df3,0.13,0.2,37.1,0
3/25/2007 3:33,3/25/2007 6:37,pagel,df3,0.135,0.126,36.6,0
4/25/2008 10:58,4/25/2008 12:36,pagel,df3,0.17,0.26,36.6,0
5/2/2008 13:36,5/2/2008 18:12,pagel,df3,0.2,0.18,36.5,0
4/26/2007 11:25,4/26/2007 18:04,pagel,df3,0.288,0.126,36.2,0
4/8/2008 16:29,4/9/2008 6:22,pagel,df3,1.13,0.26,36.2,0.091753489
4/22/2008 12:13,4/22/2008 14:59,pagel,df3,0.16,0.16,36.2,0
4/21/2009 4:22,4/21/2009 16:09,pagel,df3,0.432,0.072,36,0
6/18/2006 9:21,6/18/2006 10:51,pagel,df3,0.108,0.108,35.8,0
6/8/2008 18:19,6/9/2008 3:26,pagel,df3,1.1,0.94,35.7,0.343091319
4/25/2008 4:16,4/25/2008 5:32,pagel,df3,0.16,0.18,35.6,0
4/20/2009 13:33,4/20/2009 20:32,pagel,df3,0.126,0.054,35.6,0
5/1/2007 0:17,5/1/2007 5:32,pagel,df3,0.558,0.27,35.5,0
6/8/2009 2:00,6/8/2009 7:17,pagel,df3,0.675,0.378,35.5,0.004444444
4/24/2008 20:03,4/25/2008 0:02,pagel,df3,0.11,0.08,35.4,0
4/25/2009 5:31,4/25/2009 10:56,pagel,df3,0.405,0.378,35.3,0
6/25/2006 3:29,6/25/2006 7:20,pagel,df3,0.117,0.108,35.2,0
6/28/2008 1:23,6/28/2008 3:37,pagel,df3,0.17,0.26,35.2,0
10/18/2006 16:10,10/18/2006 18:35,pagel,df3,0.108,0.09,35.1,0
5/1/2008 21:08,5/2/2008 3:10,pagel,df3,0.38,0.22,35,0
10/21/2006 19:19,10/22/2006 5:55,pagel,df3,0.324,0.072,34.8,0
3/24/2009 8:25,3/24/2009 9:29,pagel,df3,0.099,0.126,34.3,0
5/9/2009 2:24,5/9/2009 8:14,pagel,df3,0.18,0.108,33.3,0
7/2/2008 7:52,7/2/2008 11:07,pagel,df3,0.79,0.56,33.2,0
6/7/2009 13:14,6/7/2009 15:08,pagel,df3,0.297,0.378,33.2,0
3/31/2009 14:27,3/31/2009 21:37,pagel,df3,0.315,0.126,33.1,0
7/6/2008 22:41,7/7/2008 0:29,pagel,df3,0.18,0.2,32.9,0
7/7/2008 20:05,7/7/2008 22:06,pagel,df3,0.14,0.24,32.6,0
5/14/2008 2:37,5/14/2008 7:58,pagel,df3,0.21,0.2,32.5,0
11/27/2006 22:33,11/28/2006 9:47,pagel,df3,0.558,0.144,32.1,0
5/13/2009 19:44,5/14/2009 1:34,pagel,df3,0.459,0.306,32.1,0
4/19/2009 17:45,4/20/2009 9:15,pagel,df3,0.639,0.144,31.1,0
4/19/2009 7:49,4/19/2009 14:52,pagel,df3,0.234,0.162,30.6,0
5/21/2007 3:15,5/21/2007 4:58,pagel,df3,0.198,0.342,29.8,0
10/12/2009 14:23,10/12/2009 21:18,pagel,df3,0.18,0.072,29.6,0
10/18/2007 16:13,10/18/2007 17:50,pagel,df3,0.29,0.43,29.33,0
6/6/2009 15:38,6/7/2009 3:18,pagel,df3,0.684,0.162,29.3,0
5/24/2007 18:55,5/24/2007 19:55,pagel,df3,0.117,0.216,29.2,0
5/27/2009 4:35,5/28/2009 9:10,pagel,df3,1.083,0.456,29,0
10/16/2006 21:26,10/17/2006 11:01,pagel,df3,0.396,0.09,28.8,0
5/26/2007 15:45,5/26/2007 18:59,pagel,df3,0.424,0.378,28.4,0
7/12/2008 2:37,7/12/2008 4:13,pagel,df3,0.43,0.72,28.1,0
5/26/2009 2:50,5/26/2009 8:30,pagel,df3,0.261,0.144,28.1,0
10/18/2007 0:09,10/18/2007 9:16,pagel,df3,0.914,0.64,27.1,0
10/11/2006 7:15,10/11/2006 15:21,pagel,df3,0.225,0.09,27,0
10/10/2006 21:39,10/11/2006 3:20,pagel,df3,0.288,0.108,26.67,0
6/2/2007 13:49,6/2/2007 14:19,pagel,df3,0.192,0.384,26.2,0
7/16/2008 14:37,7/16/2008 17:07,pagel,df3,0.27,0.18,25,0
6/29/2009 14:42,6/29/2009 16:18,pagel,df3,0.265,0.458,24.2,0
8/2/2006 3:23,8/2/2006 6:15,pagel,df3,1.019,2.002,23.8,0.000617567
8/24/2007 13:42,8/24/2007 15:25,pagel,df3,0.144,0.144,23.7,0
10/5/2009 23:47,10/6/2009 15:46,pagel,df3,1.08,0.342,23.7,0
7/30/2006 7:36,7/30/2006 10:45,pagel,df3,0.794,1.318,23.3,0
7/26/2006 1:00,7/26/2006 4:06,pagel,df3,0.423,0.216,23.2,0
6/8/2008 7:57,6/8/2008 12:59,pagel,df3,1.04,0.54,22.8,0
7/24/2006 17:00,7/24/2006 22:01,pagel,df3,0.496,0.524,22.7,0
10/4/2006 3:22,10/4/2006 4:58,pagel,df3,0.53,0.82,22.7,0
7/10/2009 23:09,7/10/2009 23:28,pagel,df3,0.447,0.9,22.7,0
7/20/2006 3:17,7/20/2006 5:04,pagel,df3,0.83,1.244,22.2,0
8/22/2007 2:13,8/22/2007 5:17,pagel,df3,0.171,0.126,22.1,0
6/7/2008 20:05,6/8/2008 0:22,pagel,df3,0.24,0.16,21.8,0
8/29/2007 5:30,8/29/2007 6:31,pagel,df3,0.108,0.144,21.79,0
8/28/2007 19:34,8/29/2007 0:00,pagel,df3,0.299,0.346,21.3,0
8/14/2006 1:21,8/14/2006 4:51,pagel,df3,0.135,0.126,21.2,0
8/20/2007 14:24,8/20/2007 14:31,pagel,df3,0.407,0.82,21.2,0
8/19/2006 9:23,8/19/2006 9:53,pagel,df3,0.108,0.216,20.2,0
10/3/2006 21:04,10/4/2006 0:12,pagel,df3,1.28,1.4,19.9,0
7/9/2007 3:35,7/9/2007 6:10,pagel,df3,0.802,0.846,19.9,0
8/9/2009 1:32,8/9/2009 3:01,pagel,df3,0.231,0.372,19.8,0
7/12/2007 16:02,7/12/2007 17:23,pagel,df3,0.22,0.404,19.7,0
8/24/2006 19:42,8/25/2006 1:56,pagel,df3,0.189,0.072,19.5,0
9/17/2006 18:24,9/17/2006 22:02,pagel,df3,0.66,0.56,19.4,0
11/13/2008 14:52,11/14/2008 0:02,pagel,df3,0.324,0.126,19.3,0
9/23/2006 13:59,9/23/2006 19:13,pagel,df3,0.252,0.162,19.2,0
7/18/2009 21:09,7/18/2009 21:42,pagel,df3,0.108,0.198,18.9,0
9/28/2009 11:19,9/28/2009 15:17,pagel,df3,0.424,0.488,18.9,0
8/21/2009 5:48,8/21/2009 7:26,pagel,df3,0.117,0.198,18.6,0
9/27/2006 2:41,9/27/2006 4:02,pagel,df3,0.153,0.198,18.5,0
9/27/2006 7:18,9/27/2006 8:18,pagel,df3,0.189,0.216,18.5,0
10/2/2009 5:16,10/2/2009 10:07,pagel,df3,0.684,0.288,18.4,0
9/8/2006 17:01,9/8/2006 19:05,pagel,df3,0.251,0.466,18.3,0
9/8/2006 22:12,9/9/2006 1:02,pagel,df3,0.162,0.162,18.2,0
7/5/2007 15:25,7/5/2007 16:17,pagel,df3,0.839,1.206,18.1,0
5/30/2008 3:12,5/30/2008 3:29,pagel,df3,0.1,0.2,18.1,0
7/22/2009 1:43,7/22/2009 4:26,pagel,df3,0.135,0.144,18.1,0
9/12/2006 10:00,9/12/2006 14:57,pagel,df3,0.252,0.162,18,0
6/5/2008 6:08,6/5/2008 8:25,pagel,df3,0.68,0.66,17.9,0
8/1/2008 16:17,8/1/2008 16:38,pagel,df3,0.22,0.44,17.9,0
8/4/2008 4:36,8/4/2008 5:34,pagel,df3,0.12,0.14,17.9,0
9/28/2009 3:35,9/28/2009 5:34,pagel,df3,0.27,0.324,17.9,0
9/11/2006 14:42,9/12/2006 7:46,pagel,df3,0.522,0.162,17.8,0
8/6/2008 14:21,8/6/2008 15:48,pagel,df3,0.69,1.18,17.8,0
8/25/2009 13:20,8/25/2009 19:11,pagel,df3,0.099,0.072,17.6,0
7/4/2007 17:43,7/4/2007 18:33,pagel,df3,0.175,0.332,17.5,0
7/18/2007 15:50,7/18/2007 16:26,pagel,df3,0.201,0.384,17.3,0
8/19/2009 22:27,8/20/2009 0:43,pagel,df3,0.108,0.144,17.3,0
8/20/2009 8:15,8/20/2009 11:46,pagel,df3,0.288,0.198,17.3,0
8/29/2009 1:55,8/29/2009 3:00,pagel,df3,0.126,0.234,17.3,0
8/29/2009 13:33,8/29/2009 21:16,pagel,df3,0.396,0.36,17.3,0
8/28/2009 21:24,8/28/2009 23:53,pagel,df3,0.099,0.072,17.2,0
10/16/2007 1:20,10/16/2007 10:51,pagel,df3,1.278,0.432,16.9,0
10/15/2008 5:38,10/15/2008 11:38,pagel,df3,0.108,0.036,16.9,0
8/3/2009 3:18,8/3/2009 6:24,pagel,df3,0.258,0.264,16.9,0
8/8/2009 2:25,8/8/2009 8:59,pagel,df3,0.899,0.79,16.9,0
10/2/2007 21:05,10/2/2007 23:40,pagel,df3,0.207,0.18,16.8,0
7/30/2009 14:07,7/30/2009 15:35,pagel,df3,0.162,0.198,16.6,0
9/26/2009 4:58,9/26/2009 13:22,pagel,df3,0.486,0.306,16.5,0
9/13/2008 8:27,9/13/2008 16:35,pagel,df3,0.261,0.18,16.4,0
9/7/2007 5:00,9/7/2007 11:00,pagel,df3,0.71,0.468,16.3,0
9/6/2007 17:22,9/6/2007 18:08,pagel,df3,0.154,0.254,16.2,0
10/1/2007 8:31,10/1/2007 11:59,pagel,df3,0.108,0.072,16.1,0
10/14/2007 21:17,10/15/2007 3:30,pagel,df3,0.153,0.072,16.1,0
9/25/2009 21:27,9/25/2009 22:27,pagel,df3,0.198,0.288,16,0
11/6/2008 13:06,11/6/2008 20:24,pagel,df3,0.641,0.454,15.9,0
10/10/2007 20:52,10/11/2007 7:39,pagel,df3,0.189,0.036,15.8,0
6/20/2007 21:58,6/20/2007 23:17,pagel,df3,0.099,0.18,15.78,0
9/4/2008 14:20,9/4/2008 22:08,pagel,df3,0.459,0.126,15.7,0
9/11/2008 17:07,9/11/2008 18:40,pagel,df3,0.234,0.27,15.7,0
10/24/2008 9:24,10/24/2008 14:33,pagel,df3,0.234,0.18,15.7,0
7/3/2007 17:27,7/3/2007 22:20,pagel,df3,0.572,0.352,15.5,0
10/10/2007 6:39,10/10/2007 16:55,pagel,df3,0.252,0.072,15.4,0
9/21/2007 19:36,9/21/2007 22:44,pagel,df3,0.234,0.234,15.3,0
9/25/2007 1:42,9/25/2007 5:54,pagel,df3,0.463,0.582,15.2,0
7/3/2007 6:54,7/3/2007 9:57,pagel,df3,0.306,0.234,15.1,0
10/1/2007 1:10,10/1/2007 5:39,pagel,df3,0.459,0.18,15.1,0
10/7/2008 14:47,10/8/2008 3:31,pagel,df3,0.756,0.234,15.1,0
10/5/2008 20:58,10/6/2008 1:55,pagel,df3,0.117,0.054,14.8,0
9/22/2009 13:42,9/23/2009 1:03,pagel,df3,0.441,0.126,14.8,0
9/21/2009 3:17,9/21/2009 7:10,pagel,df3,0.198,0.234,14.5,0
8/12/2007 2:01,8/12/2007 2:59,pagel,df3,0.319,0.584,14.1,0
6/18/2007 18:08,6/19/2007 0:34,pagel,df3,0.985,0.81,13.44,0
4/11/2008 20:55,4/12/2008 3:41,pagel,pagel,0.11,0.39,44.17,0.32538761
4/11/2008 5:49,4/11/2008 7:59,pagel,pagel,0.11,0.18,41.8,0
4/11/2008 10:34,4/11/2008 15:26,pagel,pagel,0.31,0.32,41.8,0.305040028
4/11/2008 20:54,4/12/2008 3:41,pagel,pagel,0.12,0.06,41.8,0
4/12/2008 9:42,4/12/2008 15:16,pagel,pagel,0.16,0.08,41.3,0
3/31/2007 19:24,4/1/2007 1:23,pagel,pagel,0.607,0.314,40.6,0.009966789
6/12/2008 17:18,6/13/2008 3:25,pagel,pagel,2.18,1.94,39.6,0.304142823
6/12/2008 12:14,6/12/2008 13:53,pagel,pagel,0.12,0.2,39.2,0
3/30/2007 21:15,3/31/2007 4:27,pagel,pagel,0.117,0.072,38.7,0.013638708
6/20/2008 15:46,6/20/2008 16:54,pagel,pagel,0.13,0.14,38.5,0
6/8/2009 13:25,6/8/2009 15:56,pagel,pagel,0.355,0.458,38.5,0.038028169
5/1/2007 17:52,5/1/2007 19:09,pagel,pagel,0.265,0.422,38.4,0
4/10/2008 15:27,4/11/2008 3:38,pagel,pagel,1.13,0.28,38.4,0.213828938
4/26/2009 2:20,4/26/2009 12:00,pagel,pagel,0.297,0.09,38.2,0
4/18/2007 6:25,4/18/2007 13:12,pagel,pagel,0.117,0.054,37.8,0
4/25/2008 18:02,4/25/2008 21:47,pagel,pagel,0.49,0.54,37.5,0
4/25/2009 17:57,4/25/2009 21:50,pagel,pagel,0.261,0.162,37.3,0
4/18/2008 4:48,4/18/2008 5:50,pagel,pagel,0.13,0.2,37.1,0
3/25/2007 3:33,3/25/2007 6:37,pagel,pagel,0.135,0.126,36.6,0
4/25/2008 10:58,4/25/2008 12:36,pagel,pagel,0.17,0.26,36.6,0
5/2/2008 13:36,5/2/2008 18:12,pagel,pagel,0.2,0.18,36.5,0
4/26/2007 11:25,4/26/2007 18:04,pagel,pagel,0.288,0.126,36.2,0
4/8/2008 16:29,4/9/2008 6:22,pagel,pagel,1.13,0.26,36.2,0.046936338
4/22/2008 12:13,4/22/2008 14:59,pagel,pagel,0.16,0.16,36.2,0
4/21/2009 4:22,4/21/2009 16:09,pagel,pagel,0.432,0.072,36,0
6/18/2006 9:21,6/18/2006 10:51,pagel,pagel,0.108,0.108,35.8,0
